CpordID,Wk,CpSales,VidWk,PreVidWk,PostVidWk,FpPriceDiscWk,FpEmailWk,FpCatalogWk,FpHomePgWk,FpCatPgWk,CpPriceDiscWk,CpEmailWk,CpCatalogWk,CpHomePgWk,CpCatPgWk
3721,18,30,1,0,0,1,0,0,0,1,0,0,0,0,0
3721,19,16,1,0,0,1,0,0,0,1,0,0,0,0,0
3721,20,20,1,0,0,1,0,0,0,1,0,0,0,0,0
3721,21,8,1,0,0,1,0,0,0,0,0,0,0,0,0
3818,11,20,1,0,0,0,0,0,0,0,0,0,0,0,0
3818,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0
3818,13,81,1,0,0,0,0,0,0,0,1,0,0,0,0
3818,14,24,1,0,0,0,0,1,0,0,0,0,1,0,0
3818,15,30,1,0,0,0,0,1,0,0,0,0,1,0,0
3818,16,20,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,6,38,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,7,31,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,8,22,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,10,31,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,11,29,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,11,19,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,13,66,1,0,0,0,0,0,0,0,1,0,0,0,0
